PIT,0.553719008264,0.646408839779,0.584022038567
TEN,0.523668639053,0.631163708087,0.51775147929
ATL,0.612637362637,0.647706422018,0.596153846154
MIA,0.511627906977,0.645348837209,0.529069767442
KC,0.497237569061,0.605893186004,0.558011049724
BAL,0.548476454294,0.632162661738,0.515235457064
CAR,0.565217391304,0.56007751938,0.527536231884
PHI,0.531746031746,0.557522123894,0.613756613757
DEN,0.589005235602,0.622377622378,0.507853403141
CIN,0.542234332425,0.633879781421,0.506811989101
CLE,0.519774011299,0.599243856333,0.522598870056
MIN,0.568181818182,0.588235294118,0.542613636364
HOU,0.510256410256,0.569230769231,0.558974358974
NYJ,0.525,0.607407407407,0.6
IND,0.580152671756,0.568760611205,0.575063613232
JAC,0.595375722543,0.599613152805,0.595375722543
NO,0.609042553191,0.631205673759,0.603723404255
DET,0.645933014354,0.622009569378,0.648325358852
DAL,0.652406417112,0.622540250447,0.663101604278
TB,0.641242937853,0.570888468809,0.638418079096
ARI,0.595041322314,0.624309392265,0.600550964187
SF,0.502958579882,0.609467455621,0.53550295858
NYG,0.609970674487,0.601960784314,0.571847507331
WAS,0.570200573066,0.583173996176,0.575931232092
SEA,0.587896253602,0.615384615385,0.590778097983
STL,0.602857142857,0.547709923664,0.582857142857
GB,0.55376344086,0.602517985612,0.518817204301
CHI,0.52435530086,0.591954022989,0.507163323782
NE,0.617924528302,0.573228346457,0.558962264151
BUF,0.508670520231,0.592664092664,0.50289017341
OAK,0.60597826087,0.646739130435,0.576086956522
SD,0.580736543909,0.573863636364,0.56657223796
