PIT,0.5
TEN,0.572327044025
ATL,0.556074766355
MIA,0.528662420382
KC,0.577540106952
BAL,0.621890547264
CAR,0.568965517241
PHI,0.533707865169
DEN,0.579881656805
CIN,0.606060606061
CLE,0.632653061224
MIN,0.60248447205
HOU,0.616071428571
NYJ,0.573033707865
IND,0.566502463054
JAC,0.51724137931
NO,0.641509433962
DET,0.671875
DAL,0.515337423313
TB,0.555555555556
ARI,0.590425531915
SF,0.531073446328
NYG,0.565445026178
WAS,0.598837209302
SEA,0.515789473684
STL,0.531468531469
GB,0.473684210526
CHI,0.517647058824
NE,0.68023255814
BUF,0.506097560976
OAK,0.604938271605
SD,0.658653846154
