PIT,0.494444444444,0.702602230483,0.544444444444
TEN,0.579268292683,0.668032786885,0.603658536585
ATL,0.573394495413,0.641104294479,0.605504587156
MIA,0.55900621118,0.705394190871,0.503105590062
KC,0.552083333333,0.643356643357,0.515625
BAL,0.626213592233,0.664495114007,0.635922330097
CAR,0.553072625698,0.689138576779,0.513966480447
PHI,0.540983606557,0.622710622711,0.513661202186
DEN,0.609195402299,0.687258687259,0.534482758621
CIN,0.609467455621,0.683794466403,0.562130177515
CLE,0.615,0.663333333333,0.575
MIN,0.593939393939,0.643724696356,0.527272727273
HOU,0.614035087719,0.666666666667,0.592105263158
NYJ,0.579234972678,0.692307692308,0.551912568306
IND,0.536231884058,0.68064516129,0.632850241546
JAC,0.516853932584,0.684210526316,0.584269662921
NO,0.63133640553,0.737654320988,0.576036866359
DET,0.678571428571,0.748299319728,0.622448979592
DAL,0.571428571429,0.676,0.517857142857
TB,0.508982035928,0.730923694779,0.568862275449
ARI,0.5625,0.677083333333,0.536458333333
SF,0.543956043956,0.693726937269,0.549450549451
NYG,0.635897435897,0.698630136986,0.589743589744
WAS,0.559322033898,0.700757575758,0.64406779661
SEA,0.528205128205,0.690721649485,0.553846153846
STL,0.612244897959,0.690909090909,0.605442176871
GB,0.544871794872,0.67094017094,0.50641025641
CHI,0.56,0.716475095785,0.577142857143
NE,0.653409090909,0.692015209125,0.647727272727
BUF,0.497041420118,0.662698412698,0.544378698225
OAK,0.590361445783,0.673387096774,0.590361445783
SD,0.643192488263,0.660377358491,0.671361502347
